CustomerID,churn_probability,churn_actual,CLTV,Monthly Charges,reason_1,reason_2,reason_3
6284-AHOOQ,0.4633,1,5014,90.5,Fiber optic internet,Month-to-month contract,No dependents
4530-NDRKU,0.0129,0,5091,19.05,Pays by electronic check,Paperless billing,No tech support
1751-NCDLI,0.6088,0,2641,98.85,Fiber optic internet,Month-to-month contract,No dependents
3893-JRNFS,0.1693,0,6270,39.9,Month-to-month contract,No dependents,Paperless billing
5857-XRECV,0.031,0,4486,20.5,New customer (2 months),No tech support,No online security
3115-CZMZD,0.07,0,5504,20.25,New customer (0 months),No dependents,No tech support
4489-SNOJF,0.051,1,5898,72.25,Month-to-month contract,Pays by electronic check,No online backup
1051-GEJLJ,0.2444,0,4836,19.5,New customer (2 months),Month-to-month contract,No dependents
3563-SVYLG,0.0023,0,5215,62.65,No device protection,,
4301-VVZKA,0.6501,0,5432,75.4,Fiber optic internet,Month-to-month contract,No dependents
9351-HXDMR,0.0798,0,4938,110.9,Fiber optic internet,No dependents,Paperless billing
5161-XEUVX,0.1049,0,2615,94.3,Fiber optic internet,No dependents,No online security
3088-FVYWK,0.0042,0,5794,25.55,No tech support,No online security,No online backup
9812-GHVRI,0.3362,0,4294,83.85,Fiber optic internet,Month-to-month contract,No dependents
1370-GGAWX,0.2628,0,3924,94.15,Fiber optic internet,No dependents,Pays by electronic check
6023-YEBUP,0.8759,1,5351,100.95,New customer (3 months),Fiber optic internet,Month-to-month contract
9940-RHLFB,0.6921,1,2176,75.3,New customer (1 month),Fiber optic internet,Month-to-month contract
4541-RMRLG,0.1826,1,4489,19.25,New customer (7 months),Month-to-month contract,No dependents
2606-RMDHZ,0.5406,1,4667,30.5,New customer (6 months),Month-to-month contract,No dependents
5575-TPIZQ,0.2985,0,5593,89.15,Fiber optic internet,Month-to-month contract,No dependents
9378-FXTIZ,0.1857,1,4596,70.15,No dependents,Paperless billing,No tech support
4631-OACRM,0.5901,1,3621,79.4,Fiber optic internet,Month-to-month contract,No dependents
8593-WHYHV,0.8447,1,4934,85.3,New customer (3 months),Fiber optic internet,Month-to-month contract
1403-GYAFU,0.0019,0,4485,20.05,No tech support,No online security,No online backup
7641-TQFHN,0.0231,0,3124,100.55,Fiber optic internet,No online security,No online backup
4237-CLSMM,0.301,0,4823,20.0,New customer (2 months),Month-to-month contract,No dependents
4360-PNRQB,0.4811,0,4030,75.6,Fiber optic internet,Month-to-month contract,No dependents
5334-AFQJB,0.0126,0,5751,25.1,No dependents,Paperless billing,No tech support
9308-ANMVE,0.0259,0,5491,55.3,Month-to-month contract,Pays by electronic check,Paperless billing
3530-VWVGU,0.0236,0,5657,19.9,Month-to-month contract,No tech support,No online security
4674-HGNUA,0.0052,0,4444,89.9,No device protection,,
3030-YDNRM,0.6638,0,5514,74.85,Fiber optic internet,New customer (8 months),Month-to-month contract
3642-BYHDO,0.0019,0,5789,19.9,No tech support,No online security,No online backup
0440-UEDAI,0.1294,0,5452,94.45,Fiber optic internet,No dependents,Paperless billing
9819-FBNSV,0.3598,0,4121,72.25,Fiber optic internet,Month-to-month contract,No dependents
9289-LBQVU,0.082,0,5037,70.15,No dependents,Paperless billing,No online security
4468-YDOVK,0.12,0,3307,48.65,New customer (5 months),Month-to-month contract,Paperless billing
2001-EWBQU,0.1296,0,6186,104.7,Fiber optic internet,No dependents,Pays by electronic check
9992-UJOEL,0.4562,0,5870,50.3,New customer (2 months),Month-to-month contract,No dependents
8409-WQJUX,0.1975,0,4458,54.2,No dependents,Pays by electronic check,No online security
3077-RSNTJ,0.0732,0,4293,19.7,New customer (6 months),Month-to-month contract,No tech support
6993-YCOBK,0.0339,0,5756,110.6,Fiber optic internet,Pays by electronic check,Paperless billing
4817-VYYWS,0.6056,1,3598,100.2,Fiber optic internet,Month-to-month contract,No dependents
4702-HDRKD,0.0514,0,5905,49.35,No dependents,Paperless billing,No online backup
3251-YMVWZ,0.0314,0,4865,24.05,No dependents,No tech support,No online security
4190-MFLUW,0.2315,1,5925,55.2,New customer (10 months),Month-to-month contract,No dependents
4678-DVQEO,0.515,1,4138,52.2,New customer (1 month),Month-to-month contract,No dependents
4701-AHWMW,0.2813,1,6041,54.55,Month-to-month contract,No dependents,Paperless billing
2987-BJXIK,0.0244,0,4180,84.7,No dependents,No tech support,No device protection
1730-VFMWO,0.1234,0,4352,50.2,Month-to-month contract,No dependents,No online security
1936-UAFEH,0.0445,0,5502,110.25,Fiber optic internet,No dependents,
5140-FOMCQ,0.2327,0,5186,109.15,Fiber optic internet,No dependents,Paperless billing
8778-LMWTJ,0.5028,0,5770,74.85,Fiber optic internet,New customer (9 months),Month-to-month contract
9840-DVNDC,0.7129,1,2181,80.5,New customer (6 months),Fiber optic internet,Month-to-month contract
8033-VCZGH,0.3809,0,4363,103.95,Fiber optic internet,No dependents,Pays by electronic check
8580-QVLOC,0.0244,1,5697,92.45,No dependents,No device protection,
6128-AQBMT,0.4317,0,3920,53.95,Month-to-month contract,No dependents,Pays by electronic check
6257-RJOHI,0.4025,0,4521,50.8,New customer (4 months),Month-to-month contract,No dependents
1929-ZCBHE,0.0152,0,5040,40.3,Pays by electronic check,No online backup,No device protection
6242-SGYTS,0.0413,0,4262,94.95,Fiber optic internet,Paperless billing,No tech support
7010-ZMVBF,0.0264,0,2047,20.45,Month-to-month contract,Relatively short tenure (18 months),No tech support
3519-ZKXGG,0.8449,1,4062,75.85,New customer (3 months),Fiber optic internet,Month-to-month contract
5666-MBJPT,0.0149,0,5449,25.1,No dependents,Paperless billing,No tech support
3313-QKNKB,0.2681,1,6304,85.55,Fiber optic internet,No dependents,Pays by electronic check
7581-EBBOU,0.0503,0,4260,70.15,No dependents,Paperless billing,No online security
1784-BXEFA,0.164,0,3595,20.55,New customer (10 months),Month-to-month contract,No dependents
7492-TAFJD,0.0874,0,3345,38.55,New customer (7 months),No dependents,No tech support
5213-TWWJU,0.3514,0,2448,91.0,Fiber optic internet,Month-to-month contract,No dependents
3312-ZWLGF,0.5102,0,3172,79.3,Fiber optic internet,Month-to-month contract,No dependents
2923-ARZLG,0.0572,0,4890,19.7,New customer (0 months),Paperless billing,No tech support
7032-LMBHI,0.0747,0,5255,64.65,No dependents,No tech support,No online backup
8292-ITGYJ,0.0055,0,3043,24.65,Paperless billing,No tech support,No online security
9107-UKCKY,0.1968,0,6432,79.8,No dependents,Pays by electronic check,Paperless billing
6848-HJTXY,0.0105,0,5628,19.45,No dependents,No tech support,No online security
4184-VODJZ,0.0779,0,4512,91.35,Fiber optic internet,Pays by electronic check,Paperless billing
4846-WHAFZ,0.1874,1,2793,76.5,Fiber optic internet,Month-to-month contract,Pays by electronic check
8735-SDUFN,0.0122,0,4397,24.3,No dependents,No tech support,No online security
0839-JTCUD,0.0274,0,4082,89.9,No dependents,No device protection,
6857-VWJDT,0.7898,1,3473,95.65,New customer (1 month),Fiber optic internet,Month-to-month contract
7363-QTBIW,0.7122,0,4654,79.75,Fiber optic internet,New customer (9 months),Month-to-month contract
6158-HDPXZ,0.5246,0,4193,25.35,New customer (1 month),Month-to-month contract,No dependents
5419-CONWX,0.7615,1,2268,99.8,New customer (4 months),Fiber optic internet,Month-to-month contract
9286-DOJGF,0.4307,1,5165,74.95,Fiber optic internet,Month-to-month contract,No dependents
2408-PSJVE,0.027,0,4388,61.9,Month-to-month contract,Paperless billing,No online security
2087-QAREY,0.2352,0,5722,54.7,Month-to-month contract,No dependents,Paperless billing
6777-TGHTM,0.2312,1,5550,106.95,Fiber optic internet,No dependents,Paperless billing
6507-ZJSUR,0.6723,0,5272,90.45,Fiber optic internet,Month-to-month contract,No dependents
5025-GOOKI,0.1143,0,4277,18.9,Month-to-month contract,No dependents,Paperless billing
6080-LNESI,0.0158,0,5080,24.75,No dependents,No tech support,No online security
2236-HILPA,0.0024,0,6403,20.65,No tech support,No online security,No online backup
1386-ZIKUV,0.1756,0,4097,18.95,New customer (7 months),Month-to-month contract,No dependents
3365-SAIGS,0.5343,0,5564,83.55,Fiber optic internet,Month-to-month contract,No dependents
6061-GWWAV,0.0096,0,5365,70.2,No tech support,No device protection,
9979-RGMZT,0.4266,0,5545,94.05,Fiber optic internet,New customer (7 months),No dependents
8445-DNBAE,0.2856,0,5523,50.05,New customer (1 month),Month-to-month contract,Pays by electronic check
6872-HXFNF,0.0504,0,5331,58.35,No dependents,No online security,No online backup
1320-HTRDR,0.8035,1,5948,75.5,New customer (3 months),Fiber optic internet,Month-to-month contract
3923-CSIHK,0.4293,1,5746,71.05,Fiber optic internet,Month-to-month contract,No dependents
2446-ZKVAF,0.2601,0,5558,56.8,Month-to-month contract,No dependents,Relatively short tenure (18 months)
4640-UHDOS,0.3865,1,4498,55.95,Month-to-month contract,No dependents,Relatively short tenure (13 months)
5457-COLHT,0.004,0,4618,80.65,,,
2254-DLXRI,0.7255,0,2742,79.15,New customer (1 month),Fiber optic internet,Month-to-month contract
5339-PXDVH,0.7333,0,3559,90.65,New customer (4 months),Fiber optic internet,Month-to-month contract
2386-LAHRK,0.5598,1,5094,53.5,New customer (1 month),Month-to-month contract,No dependents
5062-CJJKH,0.02,0,5854,53.65,No tech support,No online security,No device protection
8930-XOTDP,0.0718,0,2035,55.95,Month-to-month contract,Relatively short tenure (18 months),No tech support
4779-ZGICK,0.0036,0,5019,23.55,No tech support,No online security,No online backup
9534-NSXEM,0.0494,0,2194,20.65,No dependents,Paperless billing,No tech support
3716-BDVDB,0.7573,1,5795,69.1,New customer (1 month),Fiber optic internet,Month-to-month contract
9842-EFSYY,0.2421,0,2421,57.2,New customer (4 months),Month-to-month contract,Paperless billing
9122-UMROB,0.2501,0,4270,20.3,New customer (1 month),Month-to-month contract,No dependents
1867-BDVFH,0.708,1,5075,74.35,Fiber optic internet,Month-to-month contract,New customer (11 months)
5949-EBSQK,0.1523,1,2131,61.45,New customer (4 months),Month-to-month contract,No online security
4160-AMJTL,0.1849,1,5432,19.65,New customer (8 months),Month-to-month contract,No dependents
8622-ZLFKO,0.8562,0,4297,90.75,New customer (6 months),Fiber optic internet,Month-to-month contract
2990-IAJSV,0.0181,0,4200,92.0,No dependents,No device protection,
6064-ZATLR,0.0237,0,2842,52.85,No dependents,No tech support,
7409-KIUTL,0.7648,1,5345,71.0,New customer (1 month),Fiber optic internet,Month-to-month contract
5505-OVWQW,0.0457,0,4650,20.15,No dependents,Relatively short tenure (17 months),No tech support
3948-KXDUF,0.0116,0,5454,68.75,No dependents,No device protection,
9814-AOUDH,0.0108,0,5625,19.5,No dependents,No tech support,No online security
7398-LXGYX,0.3074,0,2770,84.8,Fiber optic internet,Month-to-month contract,No dependents
5266-PFRQK,0.0091,0,4886,20.85,Paperless billing,No tech support,No online security
1568-BEKZM,0.0256,0,4666,90.05,No dependents,No device protection,
2692-PFYTJ,0.388,0,2569,25.75,New customer (1 month),Month-to-month contract,No dependents
2533-QVMSK,0.1296,1,6295,94.1,Fiber optic internet,No dependents,Pays by electronic check
5828-AVIPD,0.5185,1,4072,100.95,Fiber optic internet,No dependents,Pays by electronic check
2907-ILJBN,0.0796,0,4047,20.6,New customer (11 months),No dependents,No tech support
5226-NOZFC,0.4786,0,3178,85.75,Fiber optic internet,Month-to-month contract,No dependents
7114-AEOZE,0.009,0,6213,19.85,No dependents,No tech support,No online security
2202-CUYXZ,0.8018,1,3086,84.85,New customer (1 month),Fiber optic internet,Month-to-month contract
3466-RITXD,0.3886,0,5461,92.4,Fiber optic internet,Month-to-month contract,No dependents
7278-CKDNC,0.5131,0,4422,80.5,Fiber optic internet,Month-to-month contract,No dependents
1956-YIFGE,0.1068,0,3274,100.05,Fiber optic internet,Paperless billing,No tech support
0422-UXFAP,0.45,0,6034,98.85,Fiber optic internet,No dependents,Pays by electronic check
3733-UOCWF,0.1483,0,4845,85.55,Fiber optic internet,No dependents,Paperless billing
7191-ADRGF,0.0704,0,3222,54.3,No dependents,No tech support,No online security
5709-LVOEQ,0.1906,0,2048,80.85,New customer (0 months),No dependents,No tech support
6034-YMTOB,0.5943,0,2296,75.65,New customer (5 months),Fiber optic internet,Month-to-month contract
6372-RFVNS,0.7975,1,5075,78.8,New customer (1 month),Fiber optic internet,Month-to-month contract
9052-DHNKM,0.0954,0,5156,61.55,No dependents,Pays by electronic check,No tech support
5609-IMCGG,0.417,0,3314,84.35,Fiber optic internet,Month-to-month contract,No dependents
2959-MJHIC,0.834,1,4167,80.35,New customer (4 months),Fiber optic internet,Month-to-month contract
1319-YLZJG,0.5214,0,2499,84.6,Fiber optic internet,Month-to-month contract,New customer (12 months)
7623-TRNQN,0.1309,1,3113,49.9,New customer (1 month),Month-to-month contract,Paperless billing
0377-JBKKT,0.034,0,5036,57.95,Month-to-month contract,Paperless billing,Relatively short tenure (22 months)
1936-CZAKF,0.0802,0,4283,49.65,No dependents,No tech support,No online security
5063-IUOKK,0.0245,0,2016,19.75,No dependents,Relatively short tenure (13 months),No tech support
8646-JCOMS,0.1279,0,4958,90.55,Fiber optic internet,No dependents,Paperless billing
0979-MOZQI,0.0503,0,4987,39.0,No dependents,Paperless billing,No online security
1525-LNLOJ,0.0542,0,4186,63.3,No dependents,Paperless billing,No tech support
5759-RCVCB,0.5783,1,5450,35.2,New customer (3 months),Month-to-month contract,No dependents
9968-FFVVH,0.0261,0,5082,68.8,No dependents,No device protection,
2266-FUBDZ,0.0065,0,2742,19.35,Relatively short tenure (15 months),No tech support,No online security
4760-THGOT,0.4438,0,4392,94.1,Fiber optic internet,Month-to-month contract,No dependents
2307-FYNNL,0.1037,0,5692,109.05,Fiber optic internet,No dependents,Pays by electronic check
1143-NMNQJ,0.8481,1,2187,85.7,New customer (2 months),Fiber optic internet,Month-to-month contract
1629-DQQVB,0.1484,0,2331,50.1,Month-to-month contract,No dependents,Relatively short tenure (14 months)
3766-EJLFL,0.0196,0,6391,109.05,Fiber optic internet,Paperless billing,No online backup
8457-XIGKN,0.1144,0,5909,19.6,Month-to-month contract,No dependents,Paperless billing
4981-FLTMF,0.0186,0,4491,65.2,Month-to-month contract,,
7606-BPHHN,0.0088,0,5368,19.8,No dependents,Paperless billing,No tech support
7005-CCBKV,0.7644,1,4539,84.4,New customer (6 months),Fiber optic internet,Month-to-month contract
4648-YPBTM,0.041,0,5644,73.9,No dependents,Paperless billing,No online security
2325-ZUSFD,0.1001,1,4669,70.1,No dependents,Paperless billing,No tech support
1240-KNSEZ,0.3145,1,4933,20.1,New customer (1 month),Month-to-month contract,No dependents
0430-IHCDJ,0.3886,0,2597,49.0,Month-to-month contract,No dependents,Relatively short tenure (15 months)
7957-RYHQD,0.2006,1,3207,79.2,Fiber optic internet,Month-to-month contract,No dependents
6164-HAQTX,0.0148,0,4094,53.95,No dependents,No device protection,
0749-IRGQE,0.5722,0,4118,45.3,Month-to-month contract,No dependents,Relatively short tenure (13 months)
1227-UDMZR,0.0327,0,4311,91.15,No dependents,Paperless billing,No device protection
5473-KHBPS,0.0712,0,4415,95.7,Fiber optic internet,Paperless billing,No tech support
5297-MDOIR,0.109,0,5294,81.15,Fiber optic internet,No dependents,Paperless billing
8873-TMKGR,0.0331,0,5880,19.1,No dependents,No tech support,No online security
6481-ESCNL,0.4709,0,4847,100.55,Fiber optic internet,Month-to-month contract,No dependents
0463-WZZKO,0.3034,0,2406,20.75,New customer (3 months),Month-to-month contract,No dependents
1038-RQOST,0.0258,0,2276,20.6,Month-to-month contract,Relatively short tenure (19 months),No tech support
4937-QPZPO,0.1163,0,5641,99.9,Fiber optic internet,Pays by electronic check,Paperless billing
3604-WLABM,0.2462,0,2253,54.25,New customer (10 months),Month-to-month contract,No dependents
1360-XFJMR,0.2035,0,4017,109.7,Fiber optic internet,No dependents,Paperless billing
8717-VCTXJ,0.0316,0,5293,19.55,No dependents,Paperless billing,No tech support
5196-SGOAK,0.7357,1,4884,75.7,New customer (1 month),Fiber optic internet,Month-to-month contract
8739-XNIKG,0.8349,0,4456,84.0,New customer (5 months),Fiber optic internet,Month-to-month contract
2320-TZRRH,0.0421,0,4700,19.5,No dependents,Relatively short tenure (20 months),No tech support
5186-SAMNZ,0.6932,1,3273,69.5,New customer (1 month),Fiber optic internet,Month-to-month contract
5760-FXFVO,0.6377,0,4093,78.95,New customer (6 months),Fiber optic internet,Month-to-month contract
5380-WJKOV,0.2216,1,2941,106.35,Fiber optic internet,Month-to-month contract,Pays by electronic check
4703-MQYKT,0.0196,0,4562,19.6,No dependents,No tech support,No online security
2001-MCUUW,0.1081,0,4210,108.65,Fiber optic internet,No dependents,Pays by electronic check
4947-DSMXK,0.2093,0,5789,97.7,Fiber optic internet,Month-to-month contract,Paperless billing
0076-LVEPS,0.033,0,3290,45.0,Month-to-month contract,Paperless billing,No device protection
5566-SOEZD,0.0426,0,5856,80.65,Fiber optic internet,Paperless billing,No tech support
7408-OFWXJ,0.0236,0,5762,89.8,No dependents,No device protection,
1097-FSPVW,0.075,0,5387,54.55,Month-to-month contract,No dependents,No tech support
4412-YLTKF,0.1818,1,4638,78.05,Fiber optic internet,Month-to-month contract,Pays by electronic check
0420-TXVSG,0.0277,0,5933,66.1,No dependents,Paperless billing,No tech support
7817-BOQPW,0.8078,1,4320,75.55,New customer (2 months),Fiber optic internet,Month-to-month contract
0963-ZBDRN,0.4729,1,3606,96.2,Fiber optic internet,Month-to-month contract,No dependents
9685-WKZGT,0.6051,1,2075,74.95,Fiber optic internet,Month-to-month contract,No dependents
2139-FQHLM,0.316,0,3402,89.95,Fiber optic internet,Month-to-month contract,No dependents
5825-XJOCM,0.0116,0,2545,64.4,Paperless billing,No tech support,No device protection
0004-TLHLJ,0.7401,1,4479,73.9,New customer (4 months),Fiber optic internet,Month-to-month contract
7529-ZDFXI,0.5105,0,4429,89.85,Fiber optic internet,Month-to-month contract,No dependents
6848-YLDFR,0.0206,0,4559,75.2,Paperless billing,No online security,
5820-PTRYM,0.0581,0,4368,68.45,No dependents,Paperless billing,No device protection
2984-RGEYA,0.0093,0,5325,19.75,No dependents,No tech support,No online security
6434-TTGJP,0.0184,0,5671,53.7,New customer (10 months),No device protection,
9643-AVVWI,0.3523,0,4264,80.0,New customer (3 months),Fiber optic internet,Month-to-month contract
3506-OVLKD,0.0392,0,4419,26.2,No dependents,No tech support,No online security
4946-EDSEW,0.0496,1,5638,19.25,Month-to-month contract,New customer (11 months),Paperless billing
2924-KHUVI,0.3462,0,4847,100.55,Fiber optic internet,No dependents,Pays by electronic check
2263-SFSQZ,0.0061,0,5461,24.95,Paperless billing,No tech support,No online security
5281-BUZGT,0.454,1,5692,90.85,Fiber optic internet,Month-to-month contract,No dependents
3717-FDJFU,0.0134,0,3353,20.45,New customer (5 months),No tech support,No online security
2239-CFOUJ,0.0411,0,4540,20.4,New customer (1 month),No tech support,No online security
8699-ASUFO,0.6594,1,4969,74.4,Fiber optic internet,New customer (7 months),Month-to-month contract
1122-YJBCS,0.0383,0,6092,53.65,No dependents,Paperless billing,No tech support
0628-CNQRM,0.106,1,3378,67.5,No dependents,Paperless billing,Relatively short tenure (22 months)
1705-GUHPV,0.0113,0,4948,24.2,No dependents,No tech support,No online security
4877-TSOFF,0.0173,0,4489,75.75,Paperless billing,,
7404-JLKQG,0.5552,0,4099,57.55,New customer (3 months),Month-to-month contract,No dependents
0379-DJQHR,0.0254,0,4219,81.35,No dependents,No tech support,No device protection
8993-PHFWD,0.6013,1,2088,25.25,New customer (3 months),Month-to-month contract,No dependents
3930-ZGWVE,0.2499,0,2484,19.75,New customer (1 month),Month-to-month contract,No dependents
1965-DDBWU,0.4935,1,5953,89.05,Fiber optic internet,Month-to-month contract,No dependents
7572-KPVKK,0.0332,0,5900,104.05,Fiber optic internet,Pays by electronic check,Paperless billing
6854-EXGSF,0.2827,0,3033,65.5,New customer (8 months),Month-to-month contract,No dependents
9483-GCPWE,0.014,0,3444,20.1,New customer (9 months),No tech support,No online security
8053-WWDRO,0.2795,1,5579,19.5,New customer (6 months),Month-to-month contract,No dependents
9473-CBZOP,0.071,0,4891,59.0,No dependents,No tech support,No online backup
3985-HOYPM,0.036,0,4602,19.4,No dependents,No tech support,No online security
8378-LKJAF,0.21,0,3738,101.15,Fiber optic internet,Month-to-month contract,Paperless billing
1310-QRITU,0.37,0,5877,50.3,Month-to-month contract,No dependents,Pays by electronic check
3237-AJGEH,0.2287,1,5122,31.0,New customer (3 months),Month-to-month contract,Paperless billing
6542-LWGXJ,0.5809,0,2730,25.0,New customer (3 months),Month-to-month contract,No dependents
6953-PBDIN,0.0251,0,6466,72.95,No dependents,No online security,No device protection
6332-FBZRI,0.0093,0,5589,69.35,Paperless billing,No device protection,
9365-CSLBQ,0.0019,0,4155,24.35,No tech support,No online security,No online backup
3466-WAESX,0.0996,0,5172,69.1,Month-to-month contract,Pays by electronic check,Relatively short tenure (16 months)
9700-ISPUP,0.1304,0,3137,65.5,New customer (10 months),Month-to-month contract,Pays by electronic check
5167-ZFFMM,0.7799,1,3424,90.85,New customer (1 month),Fiber optic internet,Month-to-month contract
7669-LCRSD,0.1254,0,2047,56.3,Month-to-month contract,New customer (12 months),Paperless billing
0870-VEMYL,0.2561,1,5435,53.85,New customer (5 months),Month-to-month contract,No dependents
2995-UPRYS,0.2257,1,5098,99.2,Fiber optic internet,No dependents,Paperless billing
3179-GBRWV,0.246,0,4604,64.95,Month-to-month contract,No dependents,Paperless billing
0701-TJSEF,0.2371,0,4366,68.25,New customer (9 months),Month-to-month contract,No dependents
1848-LBZHY,0.3065,0,2547,50.3,New customer (7 months),Month-to-month contract,No dependents
5380-XPJNZ,0.0258,0,4539,20.05,No dependents,No tech support,No online security
6608-QQLVK,0.5817,1,2077,50.5,New customer (1 month),Month-to-month contract,No dependents
1475-VWVDO,0.5923,0,5335,74.9,Fiber optic internet,New customer (7 months),Month-to-month contract
3721-CNEYS,0.7531,1,5390,70.95,New customer (2 months),Fiber optic internet,Month-to-month contract
4299-OPXEJ,0.0138,0,5764,19.55,No dependents,Paperless billing,No tech support
0096-BXERS,0.6205,0,3442,50.35,New customer (6 months),Month-to-month contract,No dependents
3055-VTCGS,0.0496,0,6312,58.55,No dependents,No tech support,No online security
9405-GPBBG,0.089,0,5718,110.5,Fiber optic internet,No dependents,Paperless billing
6704-UTUKK,0.5351,0,5074,45.9,Month-to-month contract,No dependents,Pays by electronic check
9944-AEXBM,0.4625,0,2383,85.65,Fiber optic internet,Month-to-month contract,No dependents
2545-EBUPK,0.8523,0,5039,84.05,New customer (2 months),Fiber optic internet,Month-to-month contract
6270-OMFIW,0.2953,1,4990,94.4,Fiber optic internet,No dependents,Pays by electronic check
1852-XEMDW,0.1446,0,4709,65.05,Month-to-month contract,No dependents,No tech support
8158-WPEZG,0.3803,0,4986,35.65,Month-to-month contract,New customer (11 months),No dependents
5198-EFNBM,0.2594,0,5636,90.65,Fiber optic internet,No dependents,Pays by electronic check
7663-RGWBC,0.4922,1,4773,44.15,New customer (1 month),Month-to-month contract,No dependents
3970-XGJDU,0.0115,0,4937,19.2,No dependents,Paperless billing,No tech support
6845-RGTYS,0.4121,1,4622,98.75,Fiber optic internet,Month-to-month contract,No dependents
0123-CRBRT,0.031,0,5152,88.1,No dependents,No device protection,
6077-BDPXA,0.7477,0,2228,70.15,New customer (3 months),Fiber optic internet,Month-to-month contract
2250-IVBWA,0.0466,0,5168,81.05,Fiber optic internet,Month-to-month contract,Pays by electronic check
6137-NICCO,0.4523,0,3083,94.05,New customer (6 months),Fiber optic internet,Month-to-month contract
8129-GMVGI,0.0028,0,5172,20.05,No tech support,No online security,No online backup
4353-HYOJD,0.0398,0,5580,49.85,Month-to-month contract,No tech support,No online security
8671-KKKOS,0.2015,0,5565,45.55,Month-to-month contract,No dependents,Pays by electronic check
8080-DDEMJ,0.5153,1,4499,45.1,New customer (1 month),Month-to-month contract,No dependents
6698-OXETB,0.0296,0,5397,20.4,New customer (11 months),No dependents,No tech support
3312-UUMZW,0.5725,0,3981,98.85,Fiber optic internet,Month-to-month contract,No dependents
6376-GAHQE,0.7319,1,2140,77.85,New customer (4 months),Fiber optic internet,Month-to-month contract
0733-VUNUW,0.202,1,4126,55.65,Month-to-month contract,No dependents,Paperless billing
6733-LRIZX,0.1541,0,5903,108.95,Fiber optic internet,No dependents,Pays by electronic check
2165-VOEGB,0.1171,1,3322,105.2,Fiber optic internet,No dependents,Paperless billing
1853-UDXBW,0.8061,1,2485,70.0,New customer (1 month),Fiber optic internet,Month-to-month contract
9070-BCKQP,0.0789,0,4498,110.15,Fiber optic internet,No dependents,Paperless billing
1035-IPQPU,0.5428,0,5187,103.5,Fiber optic internet,Month-to-month contract,No dependents
2057-ZBLPD,0.6857,1,2036,86.5,Fiber optic internet,Month-to-month contract,No dependents
6967-PEJLL,0.0273,0,2308,40.2,Pays by electronic check,Paperless billing,No online backup
7879-CGSFV,0.1543,0,5101,100.9,Fiber optic internet,No dependents,Paperless billing
2257-BOVXD,0.3762,0,3516,66.6,Month-to-month contract,No dependents,Relatively short tenure (14 months)
9822-BIIGN,0.0439,0,4903,71.85,Month-to-month contract,Pays by electronic check,No online backup
1136-XGEQU,0.1461,0,4625,84.15,No dependents,Paperless billing,No online security
2439-LYPMQ,0.6309,0,5469,102.6,Fiber optic internet,Month-to-month contract,No dependents
6543-XRMYR,0.6147,1,3548,99.7,Fiber optic internet,Month-to-month contract,No dependents
5753-QQWPW,0.0696,0,4131,59.9,No dependents,Pays by electronic check,Paperless billing
4785-QRJHC,0.1422,1,4011,59.9,No dependents,Paperless billing,No online security
0052-YNYOT,0.0221,0,5462,20.55,No dependents,Pays by electronic check,No tech support
7054-LGEQW,0.414,1,4888,45.95,New customer (1 month),Month-to-month contract,No dependents
0608-JDVEC,0.0223,0,5914,19.8,No dependents,Pays by electronic check,No tech support
6284-KMNUF,0.3434,0,4615,98.0,Fiber optic internet,No dependents,Pays by electronic check
6286-SUUWT,0.25,0,5916,19.95,New customer (1 month),Month-to-month contract,No dependents
3594-KADLU,0.4304,0,3610,35.1,New customer (3 months),Month-to-month contract,No dependents
0536-ACXIP,0.1284,0,6452,109.55,Fiber optic internet,No dependents,Pays by electronic check
8869-TORSS,0.0328,1,2681,60.35,No dependents,Paperless billing,No online backup
0373-AIVNJ,0.1279,0,3755,39.55,New customer (9 months),No dependents,No tech support
6429-SHBCB,0.3367,0,3349,69.6,Month-to-month contract,No dependents,Relatively short tenure (19 months)
5751-USDBL,0.0061,0,4280,81.0,No online backup,No device protection,
6815-ABQFQ,0.3321,0,5800,107.25,Fiber optic internet,No dependents,Pays by electronic check
9450-TRJUU,0.4478,0,2332,83.15,Fiber optic internet,Month-to-month contract,No dependents
2805-AUFQN,0.0178,0,3875,19.8,No dependents,No tech support,No online security
7855-DIWPO,0.4685,0,2006,68.65,Fiber optic internet,Month-to-month contract,No dependents
0174-QRVVY,0.0026,0,5747,25.35,No tech support,No online security,No online backup
9507-EXLTT,0.7907,1,3492,79.35,New customer (1 month),Fiber optic internet,Month-to-month contract
8390-FESFV,0.0315,0,5466,84.5,No dependents,No online security,No device protection
0661-KBKPA,0.0352,0,5052,78.75,Paperless billing,No online security,No online backup
6856-RAURS,0.7433,0,2044,74.9,New customer (2 months),Fiber optic internet,Month-to-month contract
7322-OCWHC,0.0422,0,4988,93.05,Fiber optic internet,No dependents,Paperless billing
2203-GHNWN,0.5069,0,3816,79.65,Fiber optic internet,Month-to-month contract,No dependents
3413-CSSTH,0.1794,0,5590,55.7,Month-to-month contract,No dependents,Paperless billing
3006-XIMLN,0.8353,1,5299,94.2,New customer (2 months),Fiber optic internet,Month-to-month contract
3750-CKVKH,0.7517,1,2299,67.75,New customer (2 months),Fiber optic internet,Month-to-month contract
0576-WNXXC,0.6327,1,2999,95.55,Fiber optic internet,Month-to-month contract,No dependents
