CustomerID,churn_actual,churn_probability,CLTV,Monthly Charges,cost,value_saved,ev,realized
3642-BYHDO,0,0.0019,5789,19.9,28.88,1736.7,-28.0732,-28.88
0440-UEDAI,0,0.1294,5452,94.45,118.34,1635.6,-65.445,-118.34
9819-FBNSV,0,0.3598,4121,72.25,91.7,1236.3,19.5085,-91.7
9289-LBQVU,0,0.082,5037,70.15,89.18,1511.1,-58.184,-89.18
4468-YDOVK,0,0.12,3307,48.65,63.38,992.1,-33.6111,-63.38
2001-EWBQU,0,0.1296,6186,104.7,130.64,1855.8,-70.5089,-130.64
9992-UJOEL,0,0.4562,5870,50.3,65.36,1761.0,135.4994,-65.36
8409-WQJUX,0,0.1975,4458,54.2,70.04,1337.4,-4.0103,-70.04
3077-RSNTJ,0,0.0732,4293,19.7,28.64,1287.9,-5.0779,-28.64
6993-YCOBK,0,0.0339,5756,110.6,137.72,1726.8,-123.0749,-137.72
4817-VYYWS,1,0.6056,3598,100.2,125.24,1079.4,38.1817,144.61
4702-HDRKD,0,0.0514,5905,49.35,64.22,1771.5,-41.4624,-64.22
3251-YMVWZ,0,0.0314,4865,24.05,33.86,1459.5,-22.3855,-33.86
4190-MFLUW,1,0.2315,5925,55.2,71.24,1777.5,31.6475,373.135
4678-DVQEO,1,0.515,4138,52.2,67.64,1241.4,92.1886,242.71
4701-AHWMW,1,0.2813,6041,54.55,70.46,1812.3,56.9781,382.615
2987-BJXIK,0,0.0244,4180,84.7,106.64,1254.0,-98.9999,-106.64
1730-VFMWO,0,0.1234,4352,50.2,65.24,1305.6,-24.9648,-65.24
1936-UAFEH,0,0.0445,5502,110.25,137.3,1650.6,-118.9424,-137.3
5140-FOMCQ,0,0.2327,5186,109.15,135.98,1555.8,-45.4741,-135.98
8778-LMWTJ,0,0.5028,5770,74.85,94.82,1731.0,122.7724,-94.82
9840-DVNDC,1,0.7129,2181,80.5,101.6,654.3,15.0191,61.975
8033-VCZGH,0,0.3809,4363,103.95,129.74,1308.9,-5.1134,-129.74
8580-QVLOC,1,0.0244,5697,92.45,115.94,1709.1,-105.4996,311.335
6128-AQBMT,0,0.4317,3920,53.95,69.74,1176.0,57.1757,-69.74
6257-RJOHI,0,0.4025,4521,50.8,65.96,1356.3,70.5073,-65.96
1929-ZCBHE,0,0.0152,5040,40.3,53.36,1512.0,-47.6083,-53.36
6242-SGYTS,0,0.0413,4262,94.95,118.94,1278.6,-105.723,-118.94
7010-ZMVBF,0,0.0264,2047,20.45,29.54,614.1,-25.4794,-29.54
3519-ZKXGG,1,0.8449,4062,75.85,96.02,1218.6,161.3653,208.63
5666-MBJPT,0,0.0149,5449,25.1,35.12,1634.7,-29.0137,-35.12
3313-QKNKB,1,0.2681,6304,85.55,107.66,1891.2,19.0852,365.14
7581-EBBOU,0,0.0503,4260,70.15,89.18,1278.0,-73.1022,-89.18
1784-BXEFA,0,0.164,3595,20.55,29.66,1078.5,14.5609,-29.66
7492-TAFJD,0,0.0874,3345,38.55,51.26,1003.5,-29.3231,-51.26
5213-TWWJU,0,0.3514,2448,91.0,114.2,734.4,-49.6889,-114.2
3312-ZWLGF,0,0.5102,3172,79.3,100.16,951.6,21.2211,-100.16
2923-ARZLG,0,0.0572,4890,19.7,28.64,1467.0,-7.6678,-28.64
7032-LMBHI,0,0.0747,5255,64.65,82.58,1576.5,-53.1505,-82.58
8292-ITGYJ,0,0.0055,3043,24.65,34.58,912.9,-33.3154,-34.58
9107-UKCKY,0,0.1968,6432,79.8,100.76,1929.6,-5.8221,-100.76
6848-HJTXY,0,0.0105,5628,19.45,28.34,1688.4,-23.9128,-28.34
4184-VODJZ,0,0.0779,4512,91.35,114.62,1353.6,-88.2694,-114.62
4846-WHAFZ,1,0.1874,2793,76.5,96.8,837.9,-57.5453,112.675
8735-SDUFN,0,0.0122,4397,24.3,34.16,1319.1,-30.1343,-34.16
0839-JTCUD,0,0.0274,4082,89.9,112.88,1224.6,-104.4814,-112.88
6857-VWJDT,1,0.7898,3473,95.65,119.78,1041.9,85.9431,140.695
7363-QTBIW,0,0.7122,4654,79.75,100.7,1396.2,147.8814,-100.7
6158-HDPXZ,0,0.5246,4193,25.35,35.42,1257.9,129.5508,-35.42
5419-CONWX,1,0.7615,2268,99.8,124.76,680.4,4.7663,45.34
9286-DOJGF,1,0.4307,5165,74.95,94.94,1549.5,71.8872,292.435
2408-PSJVE,0,0.027,4388,61.9,79.28,1316.4,-70.3785,-79.28
2087-QAREY,0,0.2352,5722,54.7,70.64,1716.6,30.2927,-70.64
6777-TGHTM,1,0.2312,5550,106.95,133.34,1665.0,-37.1049,282.91
6507-ZJSUR,0,0.6723,5272,90.45,113.54,1581.6,152.2823,-113.54
5025-GOOKI,0,0.1143,4277,18.9,27.68,1283.1,8.9714,-27.68
6080-LNESI,0,0.0158,5080,24.75,34.7,1524.0,-28.6986,-34.7
2236-HILPA,0,0.0024,6403,20.65,29.78,1920.9,-28.645,-29.78
1386-ZIKUV,0,0.1756,4097,18.95,27.74,1229.1,26.2081,-27.74
3365-SAIGS,0,0.5343,5564,83.55,105.26,1669.2,117.6991,-105.26
6061-GWWAV,0,0.0096,5365,70.2,89.24,1609.5,-85.3892,-89.24
9979-RGMZT,0,0.4266,5545,94.05,117.86,1663.5,59.5726,-117.86
8445-DNBAE,0,0.2856,5523,50.05,65.06,1656.9,53.2484,-65.06
6872-HXFNF,0,0.0504,5331,58.35,75.02,1599.3,-54.8547,-75.02
1320-HTRDR,1,0.8035,5948,75.5,95.6,1784.4,262.8559,350.5
3923-CSIHK,1,0.4293,5746,71.05,90.26,1723.8,94.7422,340.69
2446-ZKVAF,0,0.2601,5558,56.8,73.16,1667.4,35.2555,-73.16
4640-UHDOS,1,0.3865,4498,55.95,72.14,1349.4,58.2586,265.21
5457-COLHT,0,0.004,4618,80.65,101.78,1385.4,-100.388,-101.78
2254-DLXRI,0,0.7255,2742,79.15,99.98,822.6,49.2125,-99.98
5339-PXDVH,0,0.7333,3559,90.65,113.78,1067.7,81.9459,-113.78
2386-LAHRK,1,0.5598,5094,53.5,69.2,1528.2,144.6545,312.85
5062-CJJKH,0,0.02,5854,53.65,69.38,1756.2,-60.5867,-69.38
8930-XOTDP,0,0.0718,2035,55.95,72.14,610.5,-61.1891,-72.14
4779-ZGICK,0,0.0036,5019,23.55,33.26,1505.7,-31.8941,-33.26
9534-NSXEM,0,0.0494,2194,20.65,29.78,658.2,-21.654,-29.78
3716-BDVDB,1,0.7573,5795,69.1,87.92,1738.5,241.2274,346.705
9842-EFSYY,0,0.2421,2421,57.2,73.64,726.3,-29.6847,-73.64
9122-UMROB,0,0.2501,4270,20.3,29.36,1281.0,50.7455,-29.36
1867-BDVFH,1,0.708,5075,74.35,94.22,1522.5,175.2439,286.405
5949-EBSQK,1,0.1523,2131,61.45,78.74,639.3,-54.395,81.085
4160-AMJTL,1,0.1849,5432,19.65,28.58,1629.6,46.7635,378.82
8622-ZLFKO,0,0.8562,4297,90.75,113.9,1289.1,162.024,-113.9
2990-IAJSV,0,0.0181,4200,92.0,115.4,1260.0,-109.6838,-115.4
6064-ZATLR,0,0.0237,2842,52.85,68.42,852.6,-63.3599,-68.42
7409-KIUTL,1,0.7648,5345,71.0,90.2,1603.5,216.395,310.675
5505-OVWQW,0,0.0457,4650,20.15,29.18,1395.0,-13.2254,-29.18
3948-KXDUF,0,0.0116,5454,68.75,87.5,1636.2,-82.7438,-87.5
9814-AOUDH,0,0.0108,5625,19.5,28.4,1687.5,-23.8461,-28.4
7398-LXGYX,0,0.3074,2770,84.8,106.76,831.0,-42.908,-106.76
5266-PFRQK,0,0.0091,4886,20.85,30.02,1465.8,-26.7013,-30.02
1568-BEKZM,0,0.0256,4666,90.05,113.06,1399.8,-104.0899,-113.06
2692-PFYTJ,0,0.388,2569,25.75,35.9,770.7,38.8612,-35.9
2533-QVMSK,1,0.1296,6295,94.1,117.92,1888.5,-56.7158,354.205
5828-AVIPD,1,0.5185,4072,100.95,126.14,1221.6,32.2042,179.26
2907-ILJBN,0,0.0796,4047,20.6,29.72,1214.1,-5.5679,-29.72
5226-NOZFC,0,0.4786,3178,85.75,107.9,953.4,6.1766,-107.9
7114-AEOZE,0,0.009,6213,19.85,28.82,1863.9,-24.6354,-28.82
2202-CUYXZ,1,0.8018,3086,84.85,106.82,925.8,78.7669,124.63
3466-RITXD,0,0.3886,5461,92.4,115.88,1638.3,43.2862,-115.88
7278-CKDNC,0,0.5131,4422,80.5,101.6,1326.6,68.556,-101.6
1956-YIFGE,0,0.1068,3274,100.05,125.06,982.2,-98.8368,-125.06
0422-UXFAP,0,0.45,6034,98.85,123.62,1810.2,80.0138,-123.62
3733-UOCWF,0,0.1483,4845,85.55,107.66,1453.5,-53.7737,-107.66
7191-ADRGF,0,0.0704,3222,54.3,70.16,966.6,-53.1517,-70.16
5709-LVOEQ,0,0.1906,2048,80.85,102.02,614.4,-72.7433,-102.02
6034-YMTOB,0,0.5943,2296,75.65,95.78,688.8,6.5638,-95.78
6372-RFVNS,1,0.7975,5075,78.8,99.56,1522.5,203.9833,281.065
9052-DHNKM,0,0.0954,5156,61.55,78.86,1546.8,-41.9637,-78.86
5609-IMCGG,0,0.417,3314,84.35,106.22,994.2,-2.5694,-106.22
2959-MJHIC,1,0.834,4167,80.35,101.42,1250.1,159.2326,211.105
1319-YLZJG,0,0.5214,2499,84.6,106.52,749.7,-8.8024,-106.52
7623-TRNQN,1,0.1309,3113,49.9,64.88,933.9,-34.3171,168.595
0377-JBKKT,0,0.034,5036,57.95,74.54,1510.8,-61.6803,-74.54
1936-CZAKF,0,0.0802,4283,49.65,64.58,1284.9,-38.8046,-64.58
5063-IUOKK,0,0.0245,2016,19.75,28.7,604.8,-24.999,-28.7
8646-JCOMS,0,0.1279,4958,90.55,113.66,1487.4,-66.1086,-113.66
0979-MOZQI,0,0.0503,4987,39.0,51.8,1496.1,-32.968,-51.8
1525-LNLOJ,0,0.0542,4186,63.3,80.96,1255.8,-63.9314,-80.96
5759-RCVCB,1,0.5783,5450,35.2,47.24,1635.0,189.154,361.51
9968-FFVVH,0,0.0261,5082,68.8,87.56,1524.6,-77.6023,-87.56
2266-FUBDZ,0,0.0065,2742,19.35,28.22,822.6,-26.8864,-28.22
4760-THGOT,0,0.4438,4392,94.1,117.92,1317.6,28.275,-117.92
2307-FYNNL,0,0.1037,5692,109.05,135.86,1707.6,-91.6101,-135.86
1143-NMNQJ,1,0.8481,2187,85.7,107.84,656.1,31.2776,56.185
1629-DQQVB,0,0.1484,2331,50.1,65.12,699.3,-39.1743,-65.12
3766-EJLFL,0,0.0196,6391,109.05,135.86,1917.3,-126.4737,-135.86
8457-XIGKN,0,0.1144,5909,19.6,28.52,1772.7,22.1961,-28.52
4981-FLTMF,0,0.0186,4491,65.2,83.24,1347.3,-76.9806,-83.24
7606-BPHHN,0,0.0088,5368,19.8,28.76,1610.4,-25.2347,-28.76
7005-CCBKV,1,0.7644,4539,84.4,106.28,1361.7,153.94,234.145
4648-YPBTM,0,0.041,5644,73.9,93.68,1693.2,-76.3332,-93.68
2325-ZUSFD,1,0.1001,4669,70.1,89.12,1400.7,-54.0575,261.055
1240-KNSEZ,1,0.3145,4933,20.1,29.12,1479.9,87.2303,340.855
0430-IHCDJ,0,0.3886,2597,49.0,63.8,779.1,11.8924,-63.8
7957-RYHQD,1,0.2006,3207,79.2,100.04,962.1,-51.7795,140.485
6164-HAQTX,0,0.0148,4094,53.95,69.74,1228.2,-65.2054,-69.74
0749-IRGQE,0,0.5722,4118,45.3,59.36,1235.4,117.3729,-59.36
1227-UDMZR,0,0.0327,4311,91.15,114.38,1293.3,-103.7938,-114.38
5473-KHBPS,0,0.0712,4415,95.7,119.84,1324.5,-96.2731,-119.84
5297-MDOIR,0,0.109,5294,81.15,102.38,1588.2,-59.1052,-102.38
8873-TMKGR,0,0.0331,5880,19.1,27.92,1764.0,-13.3394,-27.92
6481-ESCNL,0,0.4709,4847,100.55,125.66,1454.1,45.5412,-125.66
0463-WZZKO,0,0.3034,2406,20.75,29.9,721.8,24.8485,-29.9
1038-RQOST,0,0.0258,2276,20.6,29.72,682.8,-25.3218,-29.72
4937-QPZPO,0,0.1163,5641,99.9,124.88,1692.3,-75.6664,-124.88
3604-WLABM,0,0.2462,2253,54.25,70.1,675.9,-28.4996,-70.1
1360-XFJMR,0,0.2035,4017,109.7,136.64,1205.1,-75.3282,-136.64
8717-VCTXJ,0,0.0316,5293,19.55,28.46,1587.9,-15.8967,-28.46
5196-SGOAK,1,0.7357,4884,75.7,95.84,1465.2,173.6332,270.46
8739-XNIKG,0,0.8349,4456,84.0,105.8,1336.8,173.2202,-105.8
2320-TZRRH,0,0.0421,4700,19.5,28.4,1410.0,-13.5643,-28.4
5186-SAMNZ,1,0.6932,3273,69.5,88.4,981.9,81.7703,157.075
5760-FXFVO,0,0.6377,4093,78.95,99.74,1227.9,96.0319,-99.74
5380-WJKOV,1,0.2216,2941,106.35,132.62,882.3,-83.7296,87.955
4703-MQYKT,0,0.0196,4562,19.6,28.52,1368.6,-21.825,-28.52
2001-MCUUW,0,0.1081,4210,108.65,135.38,1263.0,-101.2524,-135.38
4947-DSMXK,0,0.2093,5789,97.7,122.24,1736.7,-31.3832,-122.24
0076-LVEPS,0,0.033,3290,45.0,59.0,987.0,-50.8666,-59.0
5566-SOEZD,0,0.0426,5856,80.65,101.78,1756.8,-83.0549,-101.78
7408-OFWXJ,0,0.0236,5762,89.8,112.76,1728.6,-102.5741,-112.76
1097-FSPVW,0,0.075,5387,54.55,70.46,1616.1,-40.1774,-70.46
4412-YLTKF,1,0.1818,4638,78.05,98.66,1391.4,-35.4307,249.19
0420-TXVSG,0,0.0277,5933,66.1,84.32,1779.9,-71.9832,-84.32
7817-BOQPW,1,0.8078,4320,75.55,95.66,1296.0,166.0647,228.34
0963-ZBDRN,1,0.4729,3606,96.2,120.44,1081.8,7.4686,150.01
9685-WKZGT,1,0.6051,2075,74.95,94.94,622.5,-0.773,60.685
2139-FQHLM,0,0.316,3402,89.95,112.94,1020.6,-32.3059,-112.94
5825-XJOCM,0,0.0116,2545,64.4,82.28,763.5,-80.0597,-82.28
0004-TLHLJ,1,0.7401,4479,73.9,93.68,1343.7,154.935,242.245
7529-ZDFXI,0,0.5105,4429,89.85,112.82,1328.7,56.7518,-112.82
6848-YLDFR,0,0.0206,4559,75.2,95.24,1367.7,-88.1845,-95.24
5820-PTRYM,0,0.0581,4368,68.45,87.14,1310.4,-68.1014,-87.14
2984-RGEYA,0,0.0093,5325,19.75,28.7,1597.5,-25.004,-28.7
6434-TTGJP,0,0.0184,5671,53.7,69.44,1701.3,-61.5977,-69.44
9643-AVVWI,0,0.3523,4264,80.0,101.0,1279.2,11.6576,-101.0
3506-OVLKD,0,0.0392,4419,26.2,36.44,1325.7,-23.4432,-36.44
4946-EDSEW,1,0.0496,5638,19.25,28.1,1691.4,-7.1275,394.75
2924-KHUVI,0,0.3462,4847,100.55,125.66,1454.1,0.2084,-125.66
2263-SFSQZ,0,0.0061,5461,24.95,34.94,1638.3,-32.4447,-34.94
5281-BUZGT,1,0.454,5692,90.85,114.02,1707.6,79.7963,312.88
3717-FDJFU,0,0.0134,3353,20.45,29.54,1005.9,-26.1795,-29.54
2239-CFOUJ,0,0.0411,4540,20.4,29.48,1362.0,-15.4864,-29.48
8699-ASUFO,1,0.6594,4969,74.4,94.28,1490.7,151.4474,278.395
1122-YJBCS,0,0.0383,6092,53.65,69.38,1827.6,-51.8832,-69.38
0628-CNQRM,1,0.106,3378,67.5,86.0,1013.4,-59.1362,167.35
1705-GUHPV,0,0.0113,4948,24.2,34.04,1484.4,-29.8481,-34.04
4877-TSOFF,0,0.0173,4489,75.75,95.9,1346.7,-90.069,-95.9
7404-JLKQG,0,0.5552,4099,57.55,74.06,1229.7,96.6168,-74.06
0379-DJQHR,0,0.0254,4219,81.35,102.62,1265.7,-94.5742,-102.62
8993-PHFWD,1,0.6013,2088,25.25,35.3,626.4,58.8609,121.3
3930-ZGWVE,0,0.2499,2484,19.75,28.7,745.2,17.8577,-28.7
1965-DDBWU,1,0.4935,5953,89.05,111.86,1785.9,108.4835,334.615
7572-KPVKK,0,0.0332,5900,104.05,129.86,1770.0,-115.1622,-129.86
6854-EXGSF,0,0.2827,3033,65.5,83.6,909.9,-19.2943,-83.6
9483-GCPWE,0,0.014,3444,20.1,29.12,1033.2,-25.4966,-29.12
8053-WWDRO,1,0.2795,5579,19.5,28.4,1673.7,88.5702,390.025
9473-CBZOP,0,0.071,4891,59.0,75.8,1467.3,-49.7659,-75.8
3985-HOYPM,0,0.036,4602,19.4,28.28,1380.6,-15.8622,-28.28
8378-LKJAF,0,0.21,3738,101.15,126.38,1121.4,-67.5186,-126.38
1310-QRITU,0,0.37,5877,50.3,65.36,1763.1,97.7128,-65.36
3237-AJGEH,1,0.2287,5122,31.0,42.2,1536.6,45.6536,341.95
6542-LWGXJ,0,0.5809,2730,25.0,35.0,819.0,83.9327,-35.0
6953-PBDIN,0,0.0251,6466,72.95,92.54,1939.8,-80.3587,-92.54
6332-FBZRI,0,0.0093,5589,69.35,88.22,1676.7,-84.3251,-88.22
9365-CSLBQ,0,0.0019,4155,24.35,34.22,1246.5,-33.6277,-34.22
3466-WAESX,0,0.0996,5172,69.1,87.92,1551.6,-49.2677,-87.92
9700-ISPUP,0,0.1304,3137,65.5,83.6,941.1,-52.9106,-83.6
5167-ZFFMM,1,0.7799,3424,90.85,114.02,1027.2,86.2659,142.78
7669-LCRSD,0,0.1254,2047,56.3,72.56,614.1,-53.3132,-72.56
0870-VEMYL,1,0.2561,5435,53.85,69.62,1630.5,34.7572,338.005
2995-UPRYS,1,0.2257,5098,99.2,124.04,1529.4,-37.7618,258.31
3179-GBRWV,0,0.246,4604,64.95,82.94,1381.2,2.0168,-82.94
0701-TJSEF,0,0.2371,4366,68.25,86.9,1309.8,-9.2696,-86.9
1848-LBZHY,0,0.3065,2547,50.3,65.36,764.1,-6.8087,-65.36
5380-XPJNZ,0,0.0258,4539,20.05,29.06,1361.7,-20.2653,-29.06
6608-QQLVK,1,0.5817,2077,50.5,65.6,623.1,25.0181,90.175
1475-VWVDO,0,0.5923,5335,74.9,94.88,1600.5,142.1268,-94.88
3721-CNEYS,1,0.7531,5390,70.95,90.14,1617.0,214.3044,314.11
4299-OPXEJ,0,0.0138,5764,19.55,28.46,1729.2,-22.4834,-28.46
0096-BXERS,0,0.6205,3442,50.35,65.42,1032.6,94.7536,-65.42
3055-VTCGS,0,0.0496,6312,58.55,75.26,1893.6,-51.7952,-75.26
9405-GPBBG,0,0.089,5718,110.5,137.6,1715.4,-99.4362,-137.6
6704-UTUKK,0,0.5351,5074,45.9,60.08,1522.2,143.5634,-60.08
9944-AEXBM,0,0.4625,2383,85.65,107.78,714.9,-25.1124,-107.78
2545-EBUPK,0,0.8523,5039,84.05,105.86,1511.7,216.2556,-105.86
6270-OMFIW,1,0.2953,4990,94.4,118.28,1497.0,-7.7801,255.97
1852-XEMDW,0,0.1446,4709,65.05,83.06,1412.7,-31.9963,-83.06
8158-WPEZG,0,0.3803,4986,35.65,47.78,1495.8,94.448,-47.78
5198-EFNBM,0,0.2594,5636,90.65,113.78,1690.8,-4.1326,-113.78
7663-RGWBC,1,0.4922,4773,44.15,57.98,1431.9,118.2068,299.995
3970-XGJDU,0,0.0115,4937,19.2,28.04,1481.1,-23.7785,-28.04
6845-RGTYS,1,0.4121,4622,98.75,123.5,1386.6,19.3504,223.15
0123-CRBRT,0,0.031,5152,88.1,110.72,1545.6,-98.7392,-110.72
6077-BDPXA,0,0.7477,2228,70.15,89.18,668.4,35.7626,-89.18
2250-IVBWA,0,0.0466,5168,81.05,102.26,1550.4,-84.1801,-102.26
6137-NICCO,0,0.4523,3083,94.05,117.86,924.9,-13.2737,-117.86
8129-GMVGI,0,0.0028,5172,20.05,29.06,1551.6,-27.9834,-29.06
4353-HYOJD,0,0.0398,5580,49.85,64.82,1674.0,-48.1729,-64.82
8671-KKKOS,0,0.2015,5565,45.55,59.66,1669.5,24.4278,-59.66
8080-DDEMJ,1,0.5153,4499,45.1,59.12,1349.7,114.7617,278.305
6698-OXETB,0,0.0296,5397,20.4,29.48,1619.1,-17.5047,-29.48
3312-UUMZW,0,0.5725,3981,98.85,123.62,1194.3,47.3191,-123.62
6376-GAHQE,1,0.7319,2140,77.85,98.42,642.0,19.0564,62.08
0733-VUNUW,1,0.202,4126,55.65,71.78,1237.8,-9.2754,237.67
6733-LRIZX,0,0.1541,5903,108.95,135.74,1770.9,-67.5268,-135.74
2165-VOEGB,1,0.1171,3322,105.2,131.24,996.6,-102.0658,117.91
1853-UDXBW,1,0.8061,2485,70.0,89.0,745.5,61.2407,97.375
9070-BCKQP,0,0.0789,4498,110.15,137.18,1349.4,-110.5558,-137.18
1035-IPQPU,0,0.5428,5187,103.5,129.2,1556.1,81.9581,-129.2
2057-ZBLPD,1,0.6857,2036,86.5,108.8,610.8,-4.0906,43.9
6967-PEJLL,0,0.0273,2308,40.2,53.24,692.4,-48.5201,-53.24
7879-CGSFV,0,0.1543,5101,100.9,126.08,1530.3,-67.0397,-126.08
2257-BOVXD,0,0.3762,3516,66.6,84.92,1054.8,14.2719,-84.92
9822-BIIGN,0,0.0439,4903,71.85,91.22,1470.9,-75.0877,-91.22
1136-XGEQU,0,0.1461,4625,84.15,105.98,1387.5,-55.3093,-105.98
2439-LYPMQ,0,0.6309,5469,102.6,128.12,1640.7,130.6632,-128.12
6543-XRMYR,1,0.6147,3548,99.7,124.64,1064.4,38.9399,141.46
5753-QQWPW,0,0.0696,4131,59.9,76.88,1239.3,-55.3097,-76.88
4785-QRJHC,1,0.1422,4011,59.9,76.88,1203.3,-34.09,223.945
0052-YNYOT,0,0.0221,5462,20.55,29.66,1638.6,-20.6234,-29.66
7054-LGEQW,1,0.414,4888,45.95,60.14,1466.4,91.6397,306.46
0608-JDVEC,0,0.0223,5914,19.8,28.76,1774.2,-18.8736,-28.76
6284-KMNUF,0,0.3434,4615,98.0,122.6,1384.5,-3.7295,-122.6
6286-SUUWT,0,0.25,5916,19.95,28.94,1774.8,81.9805,-28.94
3594-KADLU,0,0.4304,3610,35.1,47.12,1083.0,69.4161,-47.12
0536-ACXIP,0,0.1284,6452,109.55,136.46,1935.6,-74.3507,-136.46
8869-TORSS,1,0.0328,2681,60.35,77.42,804.3,-70.8299,123.655
0373-AIVNJ,0,0.1279,3755,39.55,52.46,1126.5,-16.4422,-52.46
6429-SHBCB,0,0.3367,3349,69.6,88.52,1004.7,-3.961,-88.52
5751-USDBL,0,0.0061,4280,81.0,102.2,1284.0,-100.2498,-102.2
6815-ABQFQ,0,0.3321,5800,107.25,133.7,1740.0,10.7677,-133.7
9450-TRJUU,0,0.4478,2332,83.15,104.78,699.6,-26.4618,-104.78
2805-AUFQN,0,0.0178,3875,19.8,28.76,1162.5,-23.5851,-28.76
7855-DIWPO,0,0.4685,2006,68.65,87.38,601.8,-16.8879,-87.38
0174-QRVVY,0,0.0026,5747,25.35,35.42,1724.1,-34.3186,-35.42
9507-EXLTT,1,0.7907,3492,79.35,100.22,1047.6,106.864,161.68
8390-FESFV,0,0.0315,5466,84.5,106.4,1639.8,-93.4947,-106.4
0661-KBKPA,0,0.0352,5052,78.75,99.5,1515.6,-86.1702,-99.5
6856-RAURS,0,0.7433,2044,74.9,94.88,613.2,19.0742,-94.88
7322-OCWHC,0,0.0422,4988,93.05,116.66,1496.4,-100.8562,-116.66
2203-GHNWN,0,0.5069,3816,79.65,100.58,1144.8,44.4969,-100.58
3413-CSSTH,0,0.1794,5590,55.7,71.84,1677.0,3.3742,-71.84
3006-XIMLN,1,0.8353,5299,94.2,118.04,1589.7,213.9315,279.385
3750-CKVKH,1,0.7517,2299,67.75,86.3,689.7,43.3138,86.125
0576-WNXXC,1,0.6327,2999,95.55,119.66,899.7,22.6509,105.265
7056-IMHCC,1,0.6109,5884,101.9,127.28,1765.2,142.3246,314.02
0866-QLSIR,1,0.0571,5189,64.4,82.28,1556.7,-60.0419,306.895
1628-BIZYP,0,0.7872,5754,85.0,107.0,1726.2,232.7313,-107.0
2230-XTUWL,0,0.0026,5461,19.55,28.46,1638.3,-27.3853,-28.46
1980-KXVPM,1,0.7463,3553,75.05,95.06,1065.9,103.8064,171.415
8619-IJNDK,0,0.0097,4374,64.05,81.86,1312.2,-78.6739,-81.86
2960-NKRSO,0,0.3528,5421,85.95,108.14,1626.3,35.2845,-108.14
6705-LXORM,0,0.7378,2064,70.05,89.06,619.2,25.1474,-89.06
7130-VTEWQ,1,0.6731,4174,75.75,95.9,1252.2,114.8111,217.15
9364-YKUVW,0,0.1295,2681,19.8,28.76,804.3,-2.7279,-28.76
2761-OCIAX,1,0.7376,2803,74.7,94.64,840.9,60.4153,115.585
7996-BPXHY,0,0.0132,4734,25.0,35.0,1420.2,-30.3014,-35.0
4248-QPAVC,1,0.4865,3209,85.35,107.42,962.7,9.6679,133.255
9357-UJRUN,0,0.145,5428,58.35,75.02,1628.4,-15.9719,-75.02
6340-DACFT,0,0.0033,4878,20.55,29.66,1463.4,-28.4488,-29.66
1023-BQXZE,0,0.0378,5548,74.35,94.22,1664.4,-78.474,-94.22
5480-HPRRX,1,0.6109,3542,25.3,35.36,1062.6,126.9322,230.29
9576-SYUHJ,0,0.4382,3194,91.15,114.38,958.2,-9.417,-114.38
2169-RRLFW,0,0.0121,5063,25.6,35.72,1518.9,-31.143,-35.72
8338-QIUNR,0,0.0201,4397,66.5,84.8,1319.1,-78.1671,-84.8
0463-TXOAK,0,0.0033,5662,25.6,35.72,1698.6,-34.3352,-35.72
4396-KLSEH,0,0.3782,5918,19.85,28.82,1775.4,139.0558,-28.82
5186-EJEGL,0,0.2338,3628,69.5,88.4,1088.4,-24.7769,-88.4
9334-GWGOW,0,0.7369,2259,74.85,94.82,677.7,30.0291,-94.82
5696-JVVQY,0,0.0072,5476,70.1,89.12,1642.8,-86.1763,-89.12
9633-DENPU,0,0.1747,2613,58.6,75.32,783.9,-41.0768,-75.32
0581-BXBUB,0,0.6586,4503,72.75,92.3,1350.9,130.1297,-92.3
2750-BJLSB,0,0.1691,4543,103.7,129.44,1362.9,-71.8278,-129.44
2770-NSVDG,0,0.3464,4636,29.1,39.92,1390.8,80.5271,-39.92
8280-MQRQN,1,0.4899,2806,50.45,65.54,841.8,37.5667,144.91
7851-FLGGQ,1,0.5743,3704,44.65,58.58,1111.2,100.967,219.22
9374-YOLBJ,0,0.1162,2053,19.25,28.1,615.9,-10.2061,-28.1
6583-SZVGP,0,0.1293,5994,108.1,134.72,1798.2,-76.5948,-134.72
2150-OEGBV,0,0.0355,3428,20.1,29.12,1028.4,-19.982,-29.12
9372-TXXPS,0,0.0131,4029,59.85,76.82,1208.7,-72.8517,-76.82
6933-FHBZC,0,0.0903,3079,56.05,72.26,923.7,-51.4096,-72.26
4698-KVLLG,0,0.0118,4224,19.6,28.52,1267.2,-24.7689,-28.52
8752-STIVR,1,0.7902,2085,79.0,99.8,625.5,23.7618,56.575
8623-ULFNQ,0,0.3346,3225,66.05,84.26,967.5,-3.3338,-84.26
9822-WMWVG,0,0.32,4434,106.5,132.8,1330.2,-26.3884,-132.8
4304-TSPVK,0,0.0589,5782,114.9,142.88,1734.6,-117.3425,-142.88
1716-LSAMB,0,0.0036,5083,54.65,70.58,1524.9,-69.226,-70.58
3523-QRQLL,1,0.2073,5922,69.5,88.4,1776.6,3.6846,355.75
2187-PKZAY,0,0.5455,2968,79.95,100.94,890.4,20.4944,-100.94
1895-QTKDO,0,0.4137,5684,43.95,57.74,1705.2,118.6248,-57.74
8161-QYMTT,0,0.7798,5259,94.1,117.92,1577.7,189.6676,-117.92
